Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / Vietnam,Price / Vietnam,Compare At Price / Vietnam,Included / International,Price / International,Compare At Price / International,Status
star-cobalt-umpire-shin-guards-4,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0674/7173/7051/files/3h-min_30e28dc2-98bb-4291-851a-183a704e73a2.png?v=1702355959,6,,,,,,,,,,,,,,,,,,,,,,,,,,
star-cobalt-umpire-shin-guards-4,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0674/7173/7051/files/3i-min_d964e920-9fc6-425c-9d25-af1a4f3a5286.png?v=1702355959,7,,,,,,,,,,,,,,,,,,,,,,,,,,
star-cobalt-umpire-shin-guards-3,Star Cobalt Umpire Shin Guards 3,"<p class=""des des_1"" data-mce-fragment=""1""><span data-mce-fragment=""1"">IronCaptivate with this shirt’s versatile urban look that works as well at happy hour as it does in the back yard. The real mother of pearl buttons and embroidered crocodile complete its elegant appeal.Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Aenean commodo ligula eget dolor. Aenean massa. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridicu lus mus. Donec quam felis, ultri cies nec, pellentesque eu, pretium quis, sem. Nulla consequat massa quis enim.</span></p>
<p class=""des des_1"" data-mce-fragment=""1""> </p>
<h4 data-mce-fragment=""1"">Sample Ordered Lista</h4>
<ol class=""style_type_2"" data-mce-fragment=""1"">
<li data-mce-fragment=""1"">Comodous in tempor ullamcorper miaculis</li>
<li data-mce-fragment=""1"">Pellentesque vitae neque mollis urna mattis laoreet.</li>
<li data-mce-fragment=""1"">Divamus sit amet purus justo.</li>
<li data-mce-fragment=""1"">Proin molestie egestas orci ac suscipit risus posuere loremous</li>
</ol>
<br data-mce-fragment=""1"">
<h4 data-mce-fragment=""1"">Sample Paragraph Text</h4>
<p class=""des des_2"" data-mce-fragment=""1"">Nullam quis feugiat libero. Phasellus quis molestie massa. Donec in enim sed ex commodo auctor. Nam sagittis volutpat sollicitudin. Fusce sed erat pulvinar nulla aliquet ullamcorper vel et velit. Aliquam a quam ligula. Sed malesuada pulvinar vulputate. Vivamus pharetra metus nulla, a molestie quam luctus eget. Mauris orci risus, consectetur consequat metus quis, mollis eleifend eros.</p>
<p class=""des des_2"" data-mce-fragment=""1"">Sed quis quam sapien. Quisque convallis est enim, et fermentum massa consectetur non. Nam vel ante tempus, venenatis mi eget, tempus libero. In elementum nisi velit, nec mattis eros laoreet quis. Ut purus lacus, ultricies eget elit sed, tincidunt dapibus ligula. Praesent nisl magna, vehicula quis nulla eu, egestas viverra velit. Aliquam sodales, massa eu aliquam porttitor, urna magna venenatis tellus, eget pellentesque sem eros id ex. Cras convallis lacus sit amet nisl porta, sit amet semper lacus sodales.</p>",Vinova MotorGear,,KNEES PAD,"BOOTS, Gloves, Goggles, Helmet, Racing",true,Title,Default Title,,,,,"",0.0,shopify,100,deny,manual,85.00,,true,true,"",https://cdn.shopify.com/s/files/1/0674/7173/7051/files/3i-min_9ffd420e-5954-4a80-9918-40603568751c.png?v=1702355878,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
star-cobalt-umpire-shin-guards-3,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0674/7173/7051/files/3h-min_6bae20ce-6d55-484e-b6ff-4f99f5eececb.png?v=1702355879,2,,,,,,,,,,,,,,,,,,,,,,,,,,
star-cobalt-umpire-shin-guards-3,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0674/7173/7051/files/3c-min.png?v=1702355879,3,,,,,,,,,,,,,,,,,,,,,,,,,,
star-cobalt-umpire-shin-guards-3,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0674/7173/7051/files/3d-min_45ce36ff-dfe6-47f0-a793-d152b938a450.png?v=1702355879,4,,,,,,,,,,,,,,,,,,,,,,,,,,
star-cobalt-umpire-shin-guards-3,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0674/7173/7051/files/3k-min.png?v=1702355879,5,,,,,,,,,,,,,,,,,,,,,,,,,,
star-cobalt-umpire-shin-guards-2,Star Cobalt Umpire Shin Guards 2,"<p class=""des des_1"" data-mce-fragment=""1""><span data-mce-fragment=""1"">IronCaptivate with this shirt’s versatile urban look that works as well at happy hour as it does in the back yard. The real mother of pearl buttons and embroidered crocodile complete its elegant appeal.Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Aenean commodo ligula eget dolor. Aenean massa. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridicu lus mus. Donec quam felis, ultri cies nec, pellentesque eu, pretium quis, sem. Nulla consequat massa quis enim.</span></p>
<p class=""des des_1"" data-mce-fragment=""1""> </p>
<h4 data-mce-fragment=""1"">Sample Ordered Lista</h4>
<ol class=""style_type_2"" data-mce-fragment=""1"">
<li data-mce-fragment=""1"">Comodous in tempor ullamcorper miaculis</li>
<li data-mce-fragment=""1"">Pellentesque vitae neque mollis urna mattis laoreet.</li>
<li data-mce-fragment=""1"">Divamus sit amet purus justo.</li>
<li data-mce-fragment=""1"">Proin molestie egestas orci ac suscipit risus posuere loremous</li>
</ol>
<br data-mce-fragment=""1"">
<h4 data-mce-fragment=""1"">Sample Paragraph Text</h4>
<p class=""des des_2"" data-mce-fragment=""1"">Nullam quis feugiat libero. Phasellus quis molestie massa. Donec in enim sed ex commodo auctor. Nam sagittis volutpat sollicitudin. Fusce sed erat pulvinar nulla aliquet ullamcorper vel et velit. Aliquam a quam ligula. Sed malesuada pulvinar vulputate. Vivamus pharetra metus nulla, a molestie quam luctus eget. Mauris orci risus, consectetur consequat metus quis, mollis eleifend eros.</p>
<p class=""des des_2"" data-mce-fragment=""1"">Sed quis quam sapien. Quisque convallis est enim, et fermentum massa consectetur non. Nam vel ante tempus, venenatis mi eget, tempus libero. In elementum nisi velit, nec mattis eros laoreet quis. Ut purus lacus, ultricies eget elit sed, tincidunt dapibus ligula. Praesent nisl magna, vehicula quis nulla eu, egestas viverra velit. Aliquam sodales, massa eu aliquam porttitor, urna magna venenatis tellus, eget pellentesque sem eros id ex. Cras convallis lacus sit amet nisl porta, sit amet semper lacus sodales.</p>",Vinova MotorGear,,KNEES PAD,"BOOTS, Goggles, Helmet, Racing",true,Title,Default Title,,,,,"",0.0,shopify,100,deny,manual,80.00,,true,true,"",https://cdn.shopify.com/s/files/1/0674/7173/7051/files/3f-min.png?v=1702355744,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
star-cobalt-umpire-shin-guards-2,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0674/7173/7051/files/3g-min.png?v=1702355745,2,,,,,,,,,,,,,,,,,,,,,,,,,,
star-cobalt-umpire-shin-guards-2,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0674/7173/7051/files/3d-min.png?v=1702355745,3,,,,,,,,,,,,,,,,,,,,,,,,,,
star-cobalt-umpire-shin-guards-2,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0674/7173/7051/files/3h-min.png?v=1702355745,4,,,,,,,,,,,,,,,,,,,,,,,,,,
star-cobalt-umpire-shin-guards-2,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0674/7173/7051/files/3i-min.png?v=1702355745,5,,,,,,,,,,,,,,,,,,,,,,,,,,
motorcycle-helmet-black,Motorcycle Helmet Black,"<p class=""des des_1"" data-mce-fragment=""1""><span data-mce-fragment=""1"">IronCaptivate with this shirt’s versatile urban look that works as well at happy hour as it does in the back yard. The real mother of pearl buttons and embroidered crocodile complete its elegant appeal.Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Aenean commodo ligula eget dolor. Aenean massa. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridicu lus mus. Donec quam felis, ultri cies nec, pellentesque eu, pretium quis, sem. Nulla consequat massa quis enim.</span></p>
<p class=""des des_1"" data-mce-fragment=""1""> </p>
<h4 data-mce-fragment=""1"">Sample Ordered Lista</h4>
<ol class=""style_type_2"" data-mce-fragment=""1"">
<li data-mce-fragment=""1"">Comodous in tempor ullamcorper miaculis</li>
<li data-mce-fragment=""1"">Pellentesque vitae neque mollis urna mattis laoreet.</li>
<li data-mce-fragment=""1"">Divamus sit amet purus justo.</li>
<li data-mce-fragment=""1"">Proin molestie egestas orci ac suscipit risus posuere loremous</li>
</ol>
<br data-mce-fragment=""1"">
<h4 data-mce-fragment=""1"">Sample Paragraph Text</h4>
<p class=""des des_2"" data-mce-fragment=""1"">Nullam quis feugiat libero. Phasellus quis molestie massa. Donec in enim sed ex commodo auctor. Nam sagittis volutpat sollicitudin. Fusce sed erat pulvinar nulla aliquet ullamcorper vel et velit. Aliquam a quam ligula. Sed malesuada pulvinar vulputate. Vivamus pharetra metus nulla, a molestie quam luctus eget. Mauris orci risus, consectetur consequat metus quis, mollis eleifend eros.</p>
<p class=""des des_2"" data-mce-fragment=""1"">Sed quis quam sapien. Quisque convallis est enim, et fermentum massa consectetur non. Nam vel ante tempus, venenatis mi eget, tempus libero. In elementum nisi velit, nec mattis eros laoreet quis. Ut purus lacus, ultricies eget elit sed, tincidunt dapibus ligula. Praesent nisl magna, vehicula quis nulla eu, egestas viverra velit. Aliquam sodales, massa eu aliquam porttitor, urna magna venenatis tellus, eget pellentesque sem eros id ex. Cras convallis lacus sit amet nisl porta, sit amet semper lacus sodales.</p>",Vinova MotorGear,,HELMET,"BOOTS, Gloves, Goggles, Helmet, Racing",true,Title,Default Title,,,,,"",0.0,shopify,15,deny,manual,55.00,,true,true,"",https://cdn.shopify.com/s/files/1/0674/7173/7051/files/4k-min_496d3f7d-0366-4a04-afcd-72b9b493d7c2.png?v=1702355385,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
motorcycle-helmet-black,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0674/7173/7051/files/4h-min_d30baa2e-7912-473f-8aff-987d6f986db7.png?v=1702355386,2,,,,,,,,,,,,,,,,,,,,,,,,,,
motorcycle-helmet-black,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0674/7173/7051/files/4b-min.png?v=1702355386,3,,,,,,,,,,,,,,,,,,,,,,,,,,
motorcycle-helmet-black,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0674/7173/7051/files/4d-min_6be20f3f-8507-4191-92c3-158b6bc5288b.png?v=1702355386,4,,,,,,,,,,,,,,,,,,,,,,,,,,
motorcycle-helmet-black,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0674/7173/7051/files/4g-min_a18dbe5f-2c6f-4c15-88c1-213edaa0de34.png?v=1702355386,5,,,,,,,,,,,,,,,,,,,,,,,,,,
motorcycle-helmet-black,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0674/7173/7051/files/4i-min_1705d3cb-bc66-40f9-9841-da7b7681eef0.png?v=1702355386,6,,,,,,,,,,,,,,,,,,,,,,,,,,
motorcycle-helmet-white,Motorcycle Helmet White,"<p class=""des des_1"" data-mce-fragment=""1""><span data-mce-fragment=""1"">IronCaptivate with this shirt’s versatile urban look that works as well at happy hour as it does in the back yard. The real mother of pearl buttons and embroidered crocodile complete its elegant appeal.Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Aenean commodo ligula eget dolor. Aenean massa. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridicu lus mus. Donec quam felis, ultri cies nec, pellentesque eu, pretium quis, sem. Nulla consequat massa quis enim.</span></p>
<p class=""des des_1"" data-mce-fragment=""1""> </p>
<h4 data-mce-fragment=""1"">Sample Ordered Lista</h4>
<ol class=""style_type_2"" data-mce-fragment=""1"">
<li data-mce-fragment=""1"">Comodous in tempor ullamcorper miaculis</li>
<li data-mce-fragment=""1"">Pellentesque vitae neque mollis urna mattis laoreet.</li>
<li data-mce-fragment=""1"">Divamus sit amet purus justo.</li>
<li data-mce-fragment=""1"">Proin molestie egestas orci ac suscipit risus posuere loremous</li>
</ol>
<br data-mce-fragment=""1"">
<h4 data-mce-fragment=""1"">Sample Paragraph Text</h4>
<p class=""des des_2"" data-mce-fragment=""1"">Nullam quis feugiat libero. Phasellus quis molestie massa. Donec in enim sed ex commodo auctor. Nam sagittis volutpat sollicitudin. Fusce sed erat pulvinar nulla aliquet ullamcorper vel et velit. Aliquam a quam ligula. Sed malesuada pulvinar vulputate. Vivamus pharetra metus nulla, a molestie quam luctus eget. Mauris orci risus, consectetur consequat metus quis, mollis eleifend eros.</p>
<p class=""des des_2"" data-mce-fragment=""1"">Sed quis quam sapien. Quisque convallis est enim, et fermentum massa consectetur non. Nam vel ante tempus, venenatis mi eget, tempus libero. In elementum nisi velit, nec mattis eros laoreet quis. Ut purus lacus, ultricies eget elit sed, tincidunt dapibus ligula. Praesent nisl magna, vehicula quis nulla eu, egestas viverra velit. Aliquam sodales, massa eu aliquam porttitor, urna magna venenatis tellus, eget pellentesque sem eros id ex. Cras convallis lacus sit amet nisl porta, sit amet semper lacus sodales.</p>",Vinova MotorGear,,HELMET,"BOOTS, Gloves, Goggles, Helmet",true,Title,Default Title,,,,,"",0.0,shopify,100,deny,manual,75.00,,true,true,"",https://cdn.shopify.com/s/files/1/0674/7173/7051/files/4e-min_21da54e4-8b62-4bdb-957f-1ca9492aacd1.png?v=1702355288,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
motorcycle-helmet-white,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0674/7173/7051/files/4f-min_3b80c652-c6cb-4cfe-916b-01312a96ab71.png?v=1702355289,2,,,,,,,,,,,,,,,,,,,,,,,,,,
motorcycle-helmet-white,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0674/7173/7051/files/4a-min.png?v=1702355289,3,,,,,,,,,,,,,,,,,,,,,,,,,,
motorcycle-helmet-white,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0674/7173/7051/files/4g-min_76b7a4da-3fa9-4575-bdb5-429c5b6bf095.png?v=1702355289,4,,,,,,,,,,,,,,,,,,,,,,,,,,
motorcycle-helmet-white,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0674/7173/7051/files/4h-min_05e7c453-6921-4c75-9e41-c760e78d30cf.png?v=1702355289,5,,,,,,,,,,,,,,,,,,,,,,,,,,
motorcycle-helmet-white,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0674/7173/7051/files/4i-min_0cdef9b0-e255-4333-9fd7-43125dce942b.png?v=1702355289,6,,,,,,,,,,,,,,,,,,,,,,,,,,
motorcycle-helmet-green,Motorcycle Helmet Green,"<p class=""des des_1"" data-mce-fragment=""1""><span data-mce-fragment=""1"">IronCaptivate with this shirt’s versatile urban look that works as well at happy hour as it does in the back yard. The real mother of pearl buttons and embroidered crocodile complete its elegant appeal.Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Aenean commodo ligula eget dolor. Aenean massa. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridicu lus mus. Donec quam felis, ultri cies nec, pellentesque eu, pretium quis, sem. Nulla consequat massa quis enim.</span></p>
<p class=""des des_1"" data-mce-fragment=""1""> </p>
<h4 data-mce-fragment=""1"">Sample Ordered Lista</h4>
<ol class=""style_type_2"" data-mce-fragment=""1"">
<li data-mce-fragment=""1"">Comodous in tempor ullamcorper miaculis</li>
<li data-mce-fragment=""1"">Pellentesque vitae neque mollis urna mattis laoreet.</li>
<li data-mce-fragment=""1"">Divamus sit amet purus justo.</li>
<li data-mce-fragment=""1"">Proin molestie egestas orci ac suscipit risus posuere loremous</li>
</ol>
<br data-mce-fragment=""1"">
<h4 data-mce-fragment=""1"">Sample Paragraph Text</h4>
<p class=""des des_2"" data-mce-fragment=""1"">Nullam quis feugiat libero. Phasellus quis molestie massa. Donec in enim sed ex commodo auctor. Nam sagittis volutpat sollicitudin. Fusce sed erat pulvinar nulla aliquet ullamcorper vel et velit. Aliquam a quam ligula. Sed malesuada pulvinar vulputate. Vivamus pharetra metus nulla, a molestie quam luctus eget. Mauris orci risus, consectetur consequat metus quis, mollis eleifend eros.</p>
<p class=""des des_2"" data-mce-fragment=""1"">Sed quis quam sapien. Quisque convallis est enim, et fermentum massa consectetur non. Nam vel ante tempus, venenatis mi eget, tempus libero. In elementum nisi velit, nec mattis eros laoreet quis. Ut purus lacus, ultricies eget elit sed, tincidunt dapibus ligula. Praesent nisl magna, vehicula quis nulla eu, egestas viverra velit. Aliquam sodales, massa eu aliquam porttitor, urna magna venenatis tellus, eget pellentesque sem eros id ex. Cras convallis lacus sit amet nisl porta, sit amet semper lacus sodales.</p>",Vinova MotorGear,,HELMET,"Gloves, Goggles, Helmet, Racing",true,Title,Default Title,,,,,"",0.0,shopify,65,deny,manual,85.00,,true,true,"",https://cdn.shopify.com/s/files/1/0674/7173/7051/files/4d-min.png?v=1702355231,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
motorcycle-helmet-green,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0674/7173/7051/files/4e-min_75d7a0f8-71a3-48f4-aa71-1bcbb9c5d389.png?v=1702355231,2,,,,,,,,,,,,,,,,,,,,,,,,,,
motorcycle-helmet-green,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0674/7173/7051/files/4f-min_33de6218-8598-44d7-9f31-c50d9b029a7b.png?v=1702355231,3,,,,,,,,,,,,,,,,,,,,,,,,,,
motorcycle-helmet-green,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0674/7173/7051/files/4g-min_4cbe993f-217b-4c66-9ac4-cb681b538daf.png?v=1702355231,4,,,,,,,,,,,,,,,,,,,,,,,,,,
motorcycle-helmet-green,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0674/7173/7051/files/4k-min_3497f411-3a44-4dba-9859-567fbd0b1dfd.png?v=1702355231,5,,,,,,,,,,,,,,,,,,,,,,,,,,
motorcycle-helmet-red,Motorcycle Helmet Red,"<p class=""des des_1"" data-mce-fragment=""1""><span data-mce-fragment=""1"">IronCaptivate with this shirt’s versatile urban look that works as well at happy hour as it does in the back yard. The real mother of pearl buttons and embroidered crocodile complete its elegant appeal.Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Aenean commodo ligula eget dolor. Aenean massa. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridicu lus mus. Donec quam felis, ultri cies nec, pellentesque eu, pretium quis, sem. Nulla consequat massa quis enim.</span></p>
<p class=""des des_1"" data-mce-fragment=""1""> </p>
<h4 data-mce-fragment=""1"">Sample Ordered Lista</h4>
<ol class=""style_type_2"" data-mce-fragment=""1"">
<li data-mce-fragment=""1"">Comodous in tempor ullamcorper miaculis</li>
<li data-mce-fragment=""1"">Pellentesque vitae neque mollis urna mattis laoreet.</li>
<li data-mce-fragment=""1"">Divamus sit amet purus justo.</li>
<li data-mce-fragment=""1"">Proin molestie egestas orci ac suscipit risus posuere loremous</li>
</ol>
<br data-mce-fragment=""1"">
<h4 data-mce-fragment=""1"">Sample Paragraph Text</h4>
<p class=""des des_2"" data-mce-fragment=""1"">Nullam quis feugiat libero. Phasellus quis molestie massa. Donec in enim sed ex commodo auctor. Nam sagittis volutpat sollicitudin. Fusce sed erat pulvinar nulla aliquet ullamcorper vel et velit. Aliquam a quam ligula. Sed malesuada pulvinar vulputate. Vivamus pharetra metus nulla, a molestie quam luctus eget. Mauris orci risus, consectetur consequat metus quis, mollis eleifend eros.</p>
<p class=""des des_2"" data-mce-fragment=""1"">Sed quis quam sapien. Quisque convallis est enim, et fermentum massa consectetur non. Nam vel ante tempus, venenatis mi eget, tempus libero. In elementum nisi velit, nec mattis eros laoreet quis. Ut purus lacus, ultricies eget elit sed, tincidunt dapibus ligula. Praesent nisl magna, vehicula quis nulla eu, egestas viverra velit. Aliquam sodales, massa eu aliquam porttitor, urna magna venenatis tellus, eget pellentesque sem eros id ex. Cras convallis lacus sit amet nisl porta, sit amet semper lacus sodales.</p>",Vinova MotorGear,,HELMET,"BOOTS, Gloves, Goggles, Helmet, Racing",true,Title,Default Title,,,,,"",0.0,shopify,25,deny,manual,54.00,,true,true,"",https://cdn.shopify.com/s/files/1/0674/7173/7051/files/4i-min.png?v=1702355151,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
motorcycle-helmet-red,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0674/7173/7051/files/4c-min.png?v=1702355151,2,,,,,,,,,,,,,,,,,,,,,,,,,,
motorcycle-helmet-red,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0674/7173/7051/files/4e-min.png?v=1702355151,3,,,,,,,,,,,,,,,,,,,,,,,,,,
motorcycle-helmet-red,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0674/7173/7051/files/4f-min.png?v=1702355151,4,,,,,,,,,,,,,,,,,,,,,,,,,,
motorcycle-helmet-red,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0674/7173/7051/files/4g-min.png?v=1702355151,5,,,,,,,,,,,,,,,,,,,,,,,,,,
motorcycle-helmet-red,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0674/7173/7051/files/4h-min.png?v=1702355151,6,,,,,,,,,,,,,,,,,,,,,,,,,,
motorcycle-helmet-red,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0674/7173/7051/files/4k-min.png?v=1702355151,7,,,,,,,,,,,,,,,,,,,,,,,,,,
fox-racing-instinct-boots-moss-green,Fox Racing Instinct Boots - Moss Green,"<p class=""des des_1"" data-mce-fragment=""1""><span data-mce-fragment=""1"">IronCaptivate with this shirt’s versatile urban look that works as well at happy hour as it does in the back yard. The real mother of pearl buttons and embroidered crocodile complete its elegant appeal.Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Aenean commodo ligula eget dolor. Aenean massa. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridicu lus mus. Donec quam felis, ultri cies nec, pellentesque eu, pretium quis, sem. Nulla consequat massa quis enim.</span></p>
<p class=""des des_1"" data-mce-fragment=""1""> </p>
<h4 data-mce-fragment=""1"">Sample Ordered Lista</h4>
<ol class=""style_type_2"" data-mce-fragment=""1"">
<li data-mce-fragment=""1"">Comodous in tempor ullamcorper miaculis</li>
<li data-mce-fragment=""1"">Pellentesque vitae neque mollis urna mattis laoreet.</li>
<li data-mce-fragment=""1"">Divamus sit amet purus justo.</li>
<li data-mce-fragment=""1"">Proin molestie egestas orci ac suscipit risus posuere loremous</li>
</ol>
<br data-mce-fragment=""1"">
<h4 data-mce-fragment=""1"">Sample Paragraph Text</h4>
<p class=""des des_2"" data-mce-fragment=""1"">Nullam quis feugiat libero. Phasellus quis molestie massa. Donec in enim sed ex commodo auctor. Nam sagittis volutpat sollicitudin. Fusce sed erat pulvinar nulla aliquet ullamcorper vel et velit. Aliquam a quam ligula. Sed malesuada pulvinar vulputate. Vivamus pharetra metus nulla, a molestie quam luctus eget. Mauris orci risus, consectetur consequat metus quis, mollis eleifend eros.</p>
<p class=""des des_2"" data-mce-fragment=""1"">Sed quis quam sapien. Quisque convallis est enim, et fermentum massa consectetur non. Nam vel ante tempus, venenatis mi eget, tempus libero. In elementum nisi velit, nec mattis eros laoreet quis. Ut purus lacus, ultricies eget elit sed, tincidunt dapibus ligula. Praesent nisl magna, vehicula quis nulla eu, egestas viverra velit. Aliquam sodales, massa eu aliquam porttitor, urna magna venenatis tellus, eget pellentesque sem eros id ex. Cras convallis lacus sit amet nisl porta, sit amet semper lacus sodales.</p>",Vinova MotorGear,,BOOTS,"BOOTS, Gloves, Helmet, Racing",true,Title,Default Title,,,,,"",0.0,shopify,65,deny,manual,180.00,,true,true,"",https://cdn.shopify.com/s/files/1/0674/7173/7051/files/1f-min_1e713b0f-e8f6-469d-8fea-4b4c9f31751e.png?v=1702354984,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
fox-racing-instinct-boots-moss-green,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0674/7173/7051/files/1h-min_f8f410d8-38b5-458a-96e0-ca0e04d301ab.png?v=1702354984,2,,,,,,,,,,,,,,,,,,,,,,,,,,
fox-racing-instinct-boots-moss-green,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0674/7173/7051/files/1d-min_639a9d88-f9a6-43ff-9d1b-f7c4f884033b.png?v=1702354984,3,,,,,,,,,,,,,,,,,,,,,,,,,,
fox-racing-instinct-boots-moss-green,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0674/7173/7051/files/1b-min.png?v=1702354985,4,,,,,,,,,,,,,,,,,,,,,,,,,,
fox-racing-instinct-boots-moss-green,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0674/7173/7051/files/1g-min_87c3c9c5-8a67-43cf-bcd0-0c14f85e62b1.png?v=1702354985,5,,,,,,,,,,,,,,,,,,,,,,,,,,
fox-racing-instinct-boots-moss-green,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0674/7173/7051/files/1h-min_b1707963-e6fc-4c33-bae3-f79753a105e8.png?v=1702354985,6,,,,,,,,,,,,,,,,,,,,,,,,,,
fox-racing-instinct-boots-moss-green,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0674/7173/7051/files/1i-min_c397cbe3-6699-4edf-aea6-643ba1b93374.png?v=1702354985,7,,,,,,,,,,,,,,,,,,,,,,,,,,
